ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C4-A1)_mean,EEG (C4-A1)_std,EEG (C4-A1)_max,EEG (C4-A1)_min,EEG (C4-A1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (chest)_mean,Resp (chest)_std,Resp (chest)_max,Resp (chest)_min,Resp (chest)_power,EOG_mean,EOG_std,EOG_max,EOG_min,EOG_power,EMG_mean,EMG_std,EMG_max,EMG_min,EMG_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
-0.1825624,0.34777788923330555,2.374,-0.908,0.1245119088452154,96.75527692662234,19.997883743469625,148.72696545778885,68.49548911327147,450.34470675954947,-0.0014355023368410869,0.014912346574556984,0.15373420154022177,-0.14708863086845425,0.00020250360255997504,-0.05545527426160338,0.3128389792224728,0.6128691983122363,-0.5949367088607594,0.0035941750541360995,-0.01680814615154238,0.1739738125208233,0.37376460017969454,-0.2183288409703504,0.0007434129971706093,-0.10294442528735633,0.020294572502140958,-0.03879310344827586,-0.16767241379310344,0.00021731579770033815,0.0032799545658078865,0.009612237970950583,0.039362415381620774,-0.038377153458149196,9.479624034287526e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.182348,0.34030578714248555,2.396,-0.898,0.1199367238132182,99.35120617497859,19.90253184102563,144.4593337373358,72.2296668686679,441.3353021615911,-0.0011723377382390936,0.011501263191593213,0.07598102468054188,-0.049177222971079584,0.00011399044809981712,-0.05988551336146274,0.3143624030051421,0.6139240506329114,-0.5748945147679325,0.003748086463038108,0.0031458520515124217,0.17521020231305337,0.33647798742138363,-0.20934411500449238,0.0006610164559610945,-0.10220499999999999,0.020395131152374395,-0.027586206896551724,-0.21293103448275863,0.0002151887277865826,0.0032060358907688965,0.008451536890337135,0.039362415381620774,-0.03316247449733618,7.331156637458019e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1808128,0.32269307712256035,2.328,-1.136,0.10724434909477072,96.96328129667721,19.26551845222122,139.33817567279215,70.73599576650933,422.3070993684329,-0.0009785233615807007,0.012739564754673326,0.06833861840800924,-0.0879430518897234,0.00010744333926963548,-0.03774528832630099,0.3006474816495069,0.6329113924050633,-0.6445147679324894,0.002731512585321055,0.06122377957472298,0.2717572881745284,0.6617250673854448,-0.29290206648697215,0.002096207756715584,-0.10115787356321837,0.03157004319705625,0.0017241379310344827,-0.265948275862069,0.00029442866795341904,0.003269041388210019,0.011257063482480926,0.039362415381620774,-0.038425215015391714,0.00011806910953732663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1842384,0.3296394259876085,2.256,-1.386,0.1135178625336716,94.5969221840032,19.08624546266423,138.3779585356902,68.6021799062828,411.50496557148966,0.010430636671514242,0.021630809929352564,0.18142407933925306,-0.18131331982805693,0.00023042910467088235,-0.021670182841068916,0.2851511634580002,0.5938818565400844,-0.6909282700421941,0.004233349354892087,-0.1262425876010782,0.32236680190032724,0.6662174303683738,-0.6666666666666666,0.0022758392293800566,-0.10347545977011494,0.024331517014167612,-0.015948275862068966,-0.21637931034482757,0.0002637260275281306,0.0031895507766347133,0.009450648229256894,0.039362415381620774,-0.038521338129876743,8.979830428508756e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1829162666666667,0.33477057445668995,2.942,-1.234,0.11166272050145101,97.02420885220621,19.389270904458403,139.76493884483745,70.2025418014527,420.83268602965086,0.028161757620531268,0.014872208468563524,0.0812974812179559,-0.025363928063912668,0.00018011472309322672,-0.05954317862165965,0.3217876409241772,0.5643459915611815,-0.6044303797468354,0.0038693255587484506,0.026598382749326143,0.18620077075227473,0.6734052111410602,-0.1761006289308176,0.0028433022812714486,-0.10280235632183908,0.019075707185686026,-0.032758620689655175,-0.18620689655172415,0.00020512872718026973,0.0033224602070331677,0.011705947385793315,0.039362415381620774,-0.03835312267952794,0.00013948754854003573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1828,0.37273304835140836,3.126,-2.558,0.14223446313253504,97.8847625631965,19.51936475751166,143.2857350142112,69.66908783639607,431.654838361551,0.026802310148044853,0.015186072156004904,0.1055538141699073,-0.11895571502463846,0.00018245028470338502,-0.06242264416315049,0.3276996803396027,0.6919831223628692,-0.6909282700421941,0.00455068027505745,-0.0807422581611261,0.22640920703276932,0.6176999101527404,-0.5372866127583109,0.004256521683296502,-0.10337683908045978,0.04521475241057514,0.04267241379310345,-0.440948275862069,0.0007862461823561558,0.0031856930356400476,0.014415676670676622,0.039362415381620774,-0.038521338129876743,0.00021428478016225568,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.18375653333333333,0.32389409121498686,2.284,-0.862,0.10966930063941839,96.17324308714788,19.154235333292167,137.31105060557692,68.70887069929414,404.4019506898098,0.027353021205646814,0.014127385056645967,0.10998419461775231,-0.09481014158388316,0.00018964348289249343,-0.039302953586497894,0.3332576753932334,0.679324894514768,-0.6582278481012658,0.005104380284866517,-3.641808924827501e-05,0.17458460662404654,0.41823899371069184,-0.20664869721473494,0.0006775372296580831,-0.10174827586206896,0.02894683497129403,0.04741379310344827,-0.17586206896551723,0.00023694792057031883,0.0032393809991837544,0.008202593690841123,0.039362415381620774,-0.038377153458149196,6.598383656886028e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1818256,0.3304180922981872,2.304,-1.008,0.10987121863141738,97.08102525584452,19.3535742622973,139.76493884483745,71.0560681455433,427.67756226131974,0.027401903069921373,0.015338648413987764,0.17533230622346618,-0.18131331982805693,0.0002158218165062742,-0.05098762306610409,0.3371147377867167,0.6170886075949367,-0.6318565400843882,0.005436210454555004,-0.014001916741539383,0.19812134033295908,0.4964061096136568,-0.33423180592991913,0.0019438306215076888,-0.10234580459770115,0.030024186808906818,0.01293103448275862,-0.20905172413793102,0.00038991590018402835,0.003258368518398365,0.009241949743120807,0.039362415381620774,-0.038425215015391714,8.780602578094021e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1827962666666667,0.32902526847147906,2.296,-0.842,0.11096001386219397,97.52271091347234,19.756714535397368,142.32551787710926,68.81556149230546,434.8016636844946,0.027485460045167727,0.012593169790041214,0.071661403743893,-0.024810130507932043,0.00014443503722875287,-0.04072503516174403,0.3153718877611806,0.6371308016877637,-0.6213080168776371,0.00419464590542226,-0.01379430967355495,0.14209277449657276,0.2587601078167116,-0.18733153638814015,0.0004779706834921614,-0.10336241379310343,0.0163033343746629,-0.0353448275862069,-0.15991379310344828,0.00015241383243557358,0.003204078183337218,0.008843569022455196,0.039362415381620774,-0.03297022826836612,7.943822312431139e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.18461573333333334,0.2966080135000776,2.318,-0.848,0.09205954400268637,94.89493090704244,19.641364912781857,140.61846518892804,65.18807452992036,426.57558443726714,0.02759125753026227,0.015339305500999116,0.1687974950628948,-0.0580379838667696,0.00016786995548857448,-0.049621237693389594,0.33419606358035847,0.8407172995780591,-0.7172995780590717,0.005035881408122108,-0.06316358191075173,0.399787849137963,0.6702605570530099,-0.6626235399820305,0.005277090961405405,-0.10291971264367816,0.038817441607166096,0.05560344827586207,-0.25301724137931036,0.00044557845594849697,0.0034101020587168043,0.013532966658500631,0.039362415381620774,-0.038545368908498,0.00019055191421209642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
