ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C3-O1)_mean,EEG (C3-O1)_std,EEG (C3-O1)_max,EEG (C3-O1)_min,EEG (C3-O1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (chest)_mean,Resp (chest)_std,Resp (chest)_max,Resp (chest)_min,Resp (chest)_power,EOG (right)_mean,EOG (right)_std,EOG (right)_max,EOG (right)_min,EOG (right)_power,EMG_mean,EMG_std,EMG_max,EMG_min,EMG_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
-0.11649546666666666,0.17577552307640054,0.894,-0.936,0.031987769537357956,108.49629589153426,17.382141955101783,147.3214811862433,82.82145815052077,307.7025777623625,-0.0016039320939163829,0.013305348861139717,0.05687025399319194,-0.05965239591516104,0.0001773339830277917,-0.25123701149425287,0.15885411371747382,0.06896551724137931,-0.5172413793103449,0.0007967313042324066,-0.06847964205816555,0.27910417094019857,0.5285234899328859,-0.610738255033557,0.005000389858827234,0.0033617301363422667,0.027012649723250775,0.09590973201692525,-0.09590973201692525,0.00019304134914050082,-0.001584189378509354,0.005760102231633231,0.03027424249705205,-0.030255760053525156,3.38009758187131e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11708133333333333,0.175500753421618,0.9,-0.93,0.03179426906268809,109.71025346794768,17.87107224772151,148.0714814541005,83.46431552296983,319.29339340205854,-0.001568298856594222,0.013821395942899082,0.07225386226760933,-0.05809766954700184,0.00019224102650348092,-0.26291432950191573,0.1629871007974436,0.10459770114942529,-0.5149425287356322,0.0008634142467850148,-0.09438814317673379,0.2630310628299685,0.40604026845637586,-0.5704697986577181,0.004387690901668371,0.003625387870239774,0.022385324242615467,0.08110014104372355,-0.09590973201692525,0.00016051477075660283,-0.0016196953846874188,0.006321761388688862,0.03027424249705205,-0.030255760053525156,4.11432252959128e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11677466666666667,0.17802717365116547,0.878,-0.93,0.032176194413135774,103.40662264522237,18.144810082169837,145.07148038267155,70.0714535969477,308.3287417132284,-0.0016990486165662916,0.013353145728723908,0.05351531814611155,-0.052942524221000264,0.00018134947202738455,-0.24351662835249044,0.142700593384354,0.056896551724137934,-0.4885057471264368,0.0009161083275974487,-0.08085212527964204,0.29375760744863605,0.44966442953020136,-0.610738255033557,0.006213908257878503,0.002524823695345557,0.018746018855886025,0.06311706629055007,-0.06029619181946404,0.00010542418927642423,-0.0015688637363368535,0.010351244897384183,0.03027424249705205,-0.030255760053525156,0.00010854340018449148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11712613333333334,0.1696499787514936,0.998,-0.934,0.02991442181155023,99.77582134850762,19.734632991266096,186.42863801022787,65.67859488521246,328.96325432765525,-0.0015446451950772455,0.012886310180552325,0.05400628436763551,-0.05106048703849175,0.00016045039310273845,-0.2610160153256705,0.32265859739005426,0.717816091954023,-0.8689655172413793,0.0038939823089879045,-0.08088926174496643,0.36012716788633514,0.6057046979865772,-2.291946308724832,0.02658374526399707,0.0025869769628584856,0.03721385989566392,0.11988716502115655,-0.14386459802538787,0.0003728552094881156,-0.0016906901467629231,0.01265386727180551,0.03027424249705205,-0.030255760053525156,0.00016256202412330377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11651066666666665,0.17773123085028011,0.878,-0.912,0.03182234768132318,112.99494035533584,17.841146973537185,150.75005383930494,85.60717343113336,327.77331639218306,-0.0016764423496552327,0.011797138586298786,0.0576885310290652,-0.047378240377062064,0.000140392492470489,-0.27659340996168585,0.14291665522739697,0.05517241379310345,-0.4942528735632184,0.0007615882242982389,-0.08796621923937362,0.2985439619315412,0.5268456375838926,-0.6157718120805369,0.006693120058431805,0.002451857075693465,0.01953754555943083,0.07016925246826516,-0.05500705218617771,0.0001129377346774841,-0.0016455091974799804,0.0026247019227789914,0.011237325664351433,-0.016449374738935485,7.163236589305063e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11687146666666667,0.19041718413135814,1.216,-1.112,0.0384208163176352,114.11498361249414,18.41367414813814,163.17862970665345,79.71431418368364,307.92357519665416,-0.0014985161909749495,0.025014233963300936,0.07119010212097408,-0.12437810945273632,0.0002132846890165824,-0.22386996168582374,0.1912285534256956,0.25229885057471263,-0.7977011494252874,0.004232680421478882,-0.07008456375838926,0.31910741169187506,0.6040268456375839,-0.6879194630872483,0.008781699290785205,0.006687447108603668,0.13377978115066297,0.28385049365303244,-0.4330042313117066,0.002267093867606654,-0.0016193232714910772,0.0037059562098809384,0.03027424249705205,-0.030255760053525156,1.4393945099613847e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11698879999999999,0.17917580307589898,0.928,-0.902,0.032886951112993536,110.70955382484064,17.121613500804656,148.92862461736593,86.25003080358243,312.8805415694957,-0.0016081434930610109,0.012458172746122483,0.04582351400890286,-0.047951034302173345,0.000158921454795292,-0.2707463601532567,0.12674309829169295,0.009195402298850575,-0.47183908045977013,0.0007701358814075425,-0.07572706935123041,0.29727352022382364,0.4714765100671141,-0.552013422818792,0.007817334420646357,0.002832157968970381,0.015435553386300746,0.05007052186177715,-0.04442877291960508,0.00010420798879673068,-0.0016331629252040155,0.002437205874060802,0.009463011085769628,-0.013196464678202175,6.063421745731932e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11645119999999999,0.1857038707689207,0.992,-0.912,0.036083477946093595,109.87518209827931,16.82359799791011,147.3214811862433,83.67860131378619,306.54798146225005,-0.0016641681941171338,0.010627961104258801,0.03862267609321812,-0.050978659334904426,0.0001130957436175008,-0.23734812260536398,0.10315802095704059,0.03735632183908046,-0.37701149425287356,0.0006479050771943476,-0.07906487695749441,0.26609922600821007,0.4261744966442953,-0.5251677852348994,0.0075856104429351,0.0029007052186177714,0.019500248045658072,0.05007052186177715,-0.05923836389280677,8.704136895583338e-05,-0.0016438014196980954,0.0026118639583470795,0.0172995671411726,-0.02119936272534719,6.81457610098815e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11664853333333333,0.19082773436928804,0.97,-0.9,0.038217432193693696,113.98724070972882,17.234075593940897,152.46434016583578,88.7143173979705,333.1532447718598,-0.001694880858863577,0.011877577578462866,0.04778737889499869,-0.0728266561927206,0.00014248986469855626,-0.24854099616858238,0.12106157032192666,0.03793103448275862,-0.4540229885057471,0.0006862916893495778,-0.09236935123042507,0.2664551785325617,0.39932885906040266,-0.5218120805369127,0.006829669169867038,0.0027662435354960037,0.0212393029956118,0.06805359661495064,-0.05465444287729196,8.951713624066998e-05,-0.0016615371725065026,0.0029632135594994486,0.017817075559925625,-0.02513612319657557,9.002727064027303e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.11567333333333332,0.19704130317158267,1.02,-0.95,0.039935032401544134,109.86082495029463,18.184440477402525,159.53577126277546,77.35717048470374,304.17817530800073,-0.0016672885572139304,0.007735157941978834,0.028148730034040326,-0.031421838177533384,5.794725256909448e-05,-0.23681126436781608,0.11775911846077121,0.12988505747126436,-0.4528735632183908,0.0006041317292928944,-0.06955525727069352,0.22036807722134485,0.40268456375838924,-0.5385906040268457,0.004663411998894149,0.0036668077103902213,0.01818368637794096,0.06382228490832158,-0.04724964739069112,6.861712923300819e-05,-0.00163457498388947,0.003152054545589669,0.023583597940316493,-0.029701286747718342,1.0333900650156391e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
