ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C4-A1)_mean,EEG (C4-A1)_std,EEG (C4-A1)_max,EEG (C4-A1)_min,EEG (C4-A1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (abdominal)_mean,Resp (abdominal)_std,Resp (abdominal)_max,Resp (abdominal)_min,Resp (abdominal)_power,EOG (right)_mean,EOG (right)_std,EOG (right)_max,EOG (right)_min,EOG (right)_power,EMG_mean,EMG_std,EMG_max,EMG_min,EMG_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
-0.04805333333333333,0.24003558254744,1.384,-1.25,0.05709028535374169,113.20624773891196,15.822448306077446,158.19318736246777,82.02148738935189,244.10052630893625,-0.005057663551401868,0.017176456102495807,0.06378504672897196,-0.06374610591900312,0.0001248656222191943,-0.02614747252747253,0.03940806450044681,0.19505494505494506,-0.7758241758241758,0.0015264249112842152,0.02277922506183017,0.0005955433583985088,0.023907666941467436,0.01483924154987634,3.414934199850724e-07,0.006698181818181822,0.09795467083295249,0.31083916083916086,-0.5188811188811189,0.001986233477270154,0.009365283867341203,0.027148933318562586,0.06905564924114671,-0.05261382799325464,0.0006863136575078173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04845599999999999,0.2151731880695176,1.28,-1.124,0.04813261696502428,106.7227084598713,15.36781566951361,153.58803556670748,81.77256026525674,236.80894267088095,-0.00723341121495327,0.01981969508492006,0.06378504672897196,-0.06374610591900312,0.00012020774098452909,-0.01471787545787546,0.2711840151737065,0.9,-0.8994505494505495,0.06059113796477537,0.022798021434460015,0.0005648714138617195,0.023907666941467436,0.013190436933223413,3.080791143493647e-07,0.00435058275058275,0.04623551972999618,0.24545454545454545,-0.18041958041958042,0.0006088090768067629,0.009693889825744801,0.03154208585752575,0.06905564924114671,-0.05261382799325464,0.0010102625209378567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.047145599999999996,0.2875841991498142,1.624,-1.378,0.07260757830374484,110.10137972007317,15.842824696154818,153.9614262528502,83.39058657187522,225.0712859150831,-0.0068492782969885755,0.0343309251601891,0.06378504672897196,-0.06374610591900312,0.00021532962608313623,-0.02917516483516484,0.5158643993967368,0.9,-0.8994505494505495,0.25099938043906644,0.022560483649354215,0.0006776875720827873,0.023907666941467436,0.013190436933223413,4.193135959697005e-07,0.0034509557109557113,0.08364834012852439,0.48951048951048953,-0.3174825174825175,0.004317409471919723,0.00944133220910624,0.03107512657850203,0.06905564924114671,-0.0525716694772344,0.000986477010789444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.048855466666666666,0.2595673259678798,1.56,-1.324,0.06894452333977745,121.52851211279385,35.287620459178164,242.70394599277114,83.88844082006551,167.59437277765903,-0.005848764278296989,0.02515808425059672,0.06378504672897196,-0.06374610591900312,0.00011850830914906142,-0.024215970695970698,0.2502377437331536,0.9,-0.8994505494505495,0.052622388999050404,0.022665127782357786,0.0006264453138277561,0.023907666941467436,0.014014839241549877,3.614806882496227e-07,0.007662983682983686,0.08063917078139303,0.2800699300699301,-0.45174825174825173,0.0025837550034788458,0.009360983698707139,0.02087298461427669,0.06905564924114671,-0.05261382799325464,0.00043978285287757905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0487632,0.24682667155805238,1.52,-1.338,0.06395356862329585,191.81414769012224,35.18052364775394,259.63099043124134,147.6137845884239,19.298494782492494,-0.006368151609553478,0.02014732272351568,0.06378504672897196,-0.06374610591900312,0.00015139490692445343,-0.026146080586080582,0.1309669751393041,0.9,-0.8994505494505495,0.010516744268626655,0.02255092058257763,0.000667559802962446,0.023907666941467436,0.013190436933223413,4.163218155139045e-07,0.004303449883449885,0.09105675475062319,0.22657342657342658,-0.32727272727272727,0.004105351052030239,0.009459893198426083,0.030865377758445972,0.06905564924114671,-0.052655986509274874,0.000997626050406284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04896213333333333,0.2313979018187407,1.682,-1.384,0.05394759478728482,136.4087449758209,36.52183062932868,330.45075723631146,77.66526271768677,252.77042889059032,-0.00617613707165109,0.014779933469475582,0.04361370716510903,-0.06374610591900312,6.0187703391460906e-05,0.14027311355311364,0.6465673565388996,0.9,-0.8994505494505495,0.15167704794157041,0.022512118713932393,0.0007003190421556115,0.023907666941467436,0.013190436933223413,4.665769873162467e-07,0.004784382284382286,0.11803533444810282,0.2590909090909091,-0.5241258741258741,0.0031122722049009783,0.00946753232152895,0.024100679992070526,0.06905564924114671,-0.05147554806070826,0.0005915669170194471,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04830106666666667,0.21730818551586029,1.282,-1.09,0.04837952960276394,145.52336098083924,24.711223264310135,186.81980663341,87.87127480558792,70.20157880990357,-0.00613651090342679,0.011405697642966596,0.048014018691588785,-0.04844236760124611,5.702675856630203e-05,-0.0855373626373625,0.861244151377068,0.9,-0.8994505494505495,0.17841664897646667,0.02250123660346249,0.0007149509104532542,0.023907666941467436,0.011541632316570486,5.033854436364367e-07,0.0026651282051282058,0.06468577494720228,0.23776223776223776,-0.2625874125874126,0.0022461522653341934,0.009542776840921866,0.027046107703592056,0.06905564924114671,-0.05147554806070826,0.0007547845939896215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.050497600000000004,0.23826841081905928,1.876,-1.776,0.056881423735635255,161.9947858065073,12.284009265592797,191.92281267736058,126.57944260238372,15.781288957884348,-0.005787731048805814,0.014152203175418356,0.06378504672897196,-0.06281152647975077,9.303420937033913e-05,-0.029344835164835027,0.8492215345759537,0.9,-0.8994505494505495,0.10968289847868395,0.022374938169826872,0.0007330115812932261,0.023907666941467436,0.013190436933223413,4.98845187215132e-07,0.007541911421911419,0.11487480028274874,0.32342657342657344,-0.5286713286713287,0.00398292656981461,0.009729836987071389,0.03445270703965421,0.06905564924114671,-0.052529510961214165,0.0012093732080499294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.047096266666666664,0.32293686452008263,2.032,-1.464,0.09459771136866796,180.81319512899404,68.15610794585598,301.4507472792265,69.45066762254682,141.49474746345118,-0.006492627206645897,0.018085644594682485,0.06378504672897196,-0.06374610591900312,0.00015658232470098954,0.029985714285714404,0.821352556050786,0.9,-0.8994505494505495,0.12381293164453784,0.02245243198680956,0.0007192970186621763,0.023907666941467436,0.013190436933223413,4.862697571105989e-07,0.0044888111888111894,0.09309763115722601,0.40524475524475523,-0.35909090909090907,0.0036886018590903307,-0.0025143563799887563,0.03236827754291185,0.06905564924114671,-0.06677908937605397,0.0007592761782902523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04741386666666667,0.2934977967794345,1.904,-1.506,0.08795948796601574,110.7814154328179,16.40723731961757,157.57086955222988,83.01719588573249,253.57843955721046,-0.006472118380062304,0.016319951884612972,0.06378504672897196,-0.06374610591900312,8.991148822026038e-05,-0.07289018315018309,0.7223713307149383,0.9,-0.8994505494505495,0.036641026986315536,0.022506842539159105,0.0006877310909182169,0.023907666941467436,0.013190436933223413,4.3722180013053044e-07,0.003462470862470863,0.06801499511848394,0.21783216783216783,-0.22202797202797203,0.0013836548388500465,-0.030273912310286675,0.0001877603185234078,-0.02845699831365936,-0.032588532883642496,1.0637255892004216e-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
