ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C3-O1)_mean,EEG (C3-O1)_std,EEG (C3-O1)_max,EEG (C3-O1)_min,EEG (C3-O1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (abdomen)_mean,Resp (abdomen)_std,Resp (abdomen)_max,Resp (abdomen)_min,Resp (abdomen)_power,SV_mean,SV_std,SV_max,SV_min,SV_power,SO2_mean,SO2_std,SO2_max,SO2_min,SO2_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
0.16584906666666666,0.10538097307292031,0.9,0.07,0.01165840852832157,93.94411465777561,16.405651184053223,139.04168788574998,69.19688847249813,299.9419519763432,-0.0006838173169677011,0.007736977474253211,0.04241093703223231,-0.04869773475701028,3.619404256513062e-05,0.09318258766626361,0.1114878339314205,0.33978234582829503,-0.2714631197097944,0.001210523406071693,0.09226314496314496,0.07505433576345172,0.3476658476658477,-0.0644963144963145,0.0009819330560739538,-3.2161762244317234,25.92589271085643,47.6047002109069,-76.9308024505373,782.4604433285145,90.94828051948052,0.24942538908745043,91.53246753246754,90.49350649350649,0.0019541975854182013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.16596373333333334,0.10443190198112622,0.9,0.068,0.011229780822953306,96.66682648469873,16.5230576199841,143.57706447102606,72.825189740719,300.36058960563804,-0.0006954861457605695,0.005457169997886151,0.03782057678874364,-0.022452849017064166,2.274548150501295e-05,0.0771087464731963,0.104974201777752,0.26360338573155984,-0.16444981862152358,0.0011318285363055272,0.08828280098280099,0.05493739794871752,0.2113022113022113,-0.0006142506142506142,0.00038709326757848934,-1.84838806869539,26.843405453548613,50.61765592045796,-78.0355528773727,845.5886298045137,91.97399134199135,2.2137205862314495,95.27272727272727,85.97402597402598,0.09284044852376379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1663104,0.10266021455188958,0.896,0.068,0.010961524971357925,97.44209079996699,16.360432634249907,141.1150028961619,71.6589500473623,297.0716644830774,-0.00042621162225992085,0.005011771954251769,0.02714299970062868,-0.01896018361440974,2.0971521505880248e-05,0.0756372430471584,0.08682832631035403,0.22249093107617895,-0.22974607013301088,0.0006461087836459854,0.09188648648648648,0.05123523378750973,0.22481572481572482,-0.004914004914004914,0.0003452095799390906,0.04354725318871151,27.528863490442493,50.718087777443,-71.10575474540524,874.7782991890738,92.59445887445888,0.6330109520289361,95.22077922077922,90.59740259740259,0.010741240918250657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1676936,0.10464218390483512,0.904,0.07,0.011467617849188623,101.76092691003066,18.63634588413582,156.1465367216484,72.43644317626676,349.20268420589116,0.0017073745135216048,0.01346202600646732,0.05248977147989223,-0.07464324917672886,0.00012406309437001914,0.08009907295445386,0.21486354155381202,0.44740024183796856,-0.6148730350665055,0.0021131253224977043,0.08682072072072072,0.11281222249471999,0.47665847665847666,-0.16154791154791154,0.0016907982534854677,-1.6097485855846803,26.880816847221574,52.72672491714371,-88.98262528874159,824.285477023205,87.96743896103895,1.3428348580230323,91.32467532467533,86.44155844155844,0.014215776086507245,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0.16640080000000002,0.10074423271843737,0.892,0.066,0.01092520589153093,97.13017783427561,17.637026897898135,143.9658110354783,68.16023096729216,303.469715382737,0.00029068289924491893,0.0051963055880939885,0.018361440973954694,-0.018261650533878855,1.8794833587466154e-05,0.07111946795646916,0.10308598343952492,0.27327690447400244,-0.2418379685610641,0.0008323555929915445,0.09121752661752662,0.058698768716249315,0.2328009828009828,-0.009828009828009828,0.0004285927354082021,0.8206220079675942,29.29476526872576,59.857386763081244,-90.28823942954705,970.1726603903488,90.15172294372296,0.9559833884414689,91.74025974025975,87.8961038961039,0.02007323657805784,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.16662266666666667,0.10454525791679357,0.904,0.056,0.010977310778774448,104.25108190328591,18.56743660567762,159.12692704911555,73.34351849332198,353.58452749279485,0.0003256228586634733,0.006259677960839907,0.018860393174333898,-0.025147190899111865,2.8802230042064895e-05,0.03340290205562273,0.1940270269713662,0.5090689238210399,-0.619105199516324,0.0028521815629350632,0.08766895986895987,0.059643139194047,0.32923832923832924,-0.02702702702702703,0.0003674911815888388,1.7066452412038426,25.41235720729161,54.03233905794918,-92.79903585417294,685.8069395923029,89.72152380952382,3.3670463129569246,93.14285714285714,84.62337662337663,0.05700567633627066,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.16576986666666668,0.109282698105947,0.898,0.072,0.012427082033276306,98.35998191032654,20.129843962057294,160.55233111877374,63.88401875831756,394.6324322034153,-0.00040256794065795165,0.00872392274382773,0.03792036722881948,-0.045704021554735054,3.080865444621857e-05,0.09250068520757758,0.3094661328822164,0.6928657799274486,-0.6203143893591294,0.005137498081854176,0.0898846027846028,0.10406693672345298,0.45454545454545453,-0.12530712530712532,0.000685432963121491,-4.774276053697565,25.691902047317964,52.927588631113785,-103.84654012252686,644.964269934946,90.26485194805194,8.098654501575016,110.64935064935065,84.67532467532467,0.9839500067795987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.16610026666666666,0.10951862465624536,0.864,0.04,0.012233679410747222,112.38530140600993,20.213779982817734,165.21728989220057,76.71265538524136,420.61064329043813,0.0005870072847021248,0.019472015479949548,0.05688055084322922,-0.06256860592755215,7.871933895228582e-05,0.20330390971382506,0.45283584792937503,0.9897218863361548,-0.6203143893591294,0.021785024566059324,0.09305831285831286,0.12200564067949038,0.41093366093366096,-0.17076167076167076,0.0029757543843945996,-6.0860366241505135,24.790486359132725,53.630611630009035,-83.9610324394898,622.9911912112211,95.08121212121212,8.492266018297023,110.44155844155844,86.07792207792208,0.22104395866659096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.16458986666666667,0.11159902414738622,0.884,0.032,0.012606269081394974,116.44096473075199,22.439405125825054,184.9137824911139,75.02808693928168,482.87634067989,0.00025698034128330546,0.01927608639330949,0.06666001397066161,-0.12134517513222233,9.445005684786251e-05,0.043630068520757764,0.33773015676101925,0.848851269649335,-0.722490931076179,0.014846603267439062,0.08559271089271091,0.16289842948311226,0.47235872235872234,-0.20515970515970516,0.0056002853466467495,8.627993706270296,31.35677515335582,74.72130159686652,-110.97720196846439,801.5020714807338,88.9171670995671,2.5179518708604363,91.8961038961039,85.40259740259741,0.017645588950016427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.165568,0.11018644098073048,0.864,0.042,0.012539516839350338,107.1685989530623,24.25340164593993,223.91802112448832,55.4611765285191,571.7201934819881,0.0002707115058377412,0.020417725354106502,0.16335695040415127,-0.16345674084422712,0.00010108972277599069,-0.01303345425231762,0.31420183043395145,0.8186215235792019,-0.722490931076179,0.011013212298345737,0.08935937755937756,0.19098661423692,0.5300982800982801,-0.18673218673218672,0.007379166648818126,0.9191523551270457,30.3298180509491,74.1187104549563,-96.81631013357436,808.4107539727423,95.17716363636364,8.285513765735509,129.35064935064935,81.87012987012987,14.346662652790782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
