ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C3-O1)_mean,EEG (C3-O1)_std,EEG (C3-O1)_max,EEG (C3-O1)_min,EEG (C3-O1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (chest)_mean,Resp (chest)_std,Resp (chest)_max,Resp (chest)_min,Resp (chest)_power,SV_mean,SV_std,SV_max,SV_min,SV_power,SO2_mean,SO2_std,SO2_max,SO2_min,SO2_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
0.027993333333333332,0.12080826664135567,0.798,-0.192,0.015353739654240969,89.55386744680236,24.797103107363732,156.9501214325548,50.073946409232235,641.9330112055686,-0.01960862242380206,0.017738543384176214,0.07203268273581805,-0.08082737074426095,0.00022180336741115813,0.14962759312333304,0.061938802988719184,0.3371762783519861,-0.008645545598768874,0.0005484008317461893,-0.4201801960395991,0.03624335706284094,-0.2559908459433886,-0.4907102462353209,0.0004616503966933754,40.77717213803513,64.21642339845285,176.9355897377358,-183.21394937359094,4142.556967167257,94.96773333333333,0.6105216724755622,96.17142857142858,93.54285714285714,0.009374233778067172,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.027562666666666662,0.10895040923690415,0.76,-0.154,0.012080250419601863,76.71773691640239,21.433149397515074,137.67100511478836,45.93346505239649,464.14636861104196,-0.01254599935924416,0.020983948599887548,0.09014555208653974,-0.17139171749786938,0.0002585619183087355,0.15494858061755135,0.030810162801256008,0.22175824460842164,0.023775250396614406,0.00016190632751676853,-0.4285566468377674,0.02523335864367388,-0.3271401641568806,-0.47310629121342596,0.00017407190683580524,31.40539495004265,74.65611359962638,179.59913624991677,-213.08372097447753,5581.455738717862,95.9699123809524,0.13658891279460875,96.45714285714286,95.6,0.007928861968162396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0275264,0.12693109825034998,0.816,-0.162,0.017000619125206035,91.1183655794884,25.01087427428794,156.1737811781481,51.10906674844117,646.8399365087118,-0.01474743540615754,0.02057826938525858,0.0699387094004745,-0.12312563211820061,0.0002315191089925497,0.146366896782272,0.06348073976910532,0.349712319470201,-0.024207527676552848,0.00046670370429030344,-0.4285105831554601,0.09018505708563761,-0.1386311457974225,-0.793644972237096,0.0013057331015132573,51.862091708443124,62.397898034219274,188.54104239795288,-193.2973754554189,3857.7759108716746,95.31696,0.36752680206582733,96.17142857142858,94.4,0.008127428166749145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.025197066666666667,0.1154273224359332,0.776,-0.168,0.014000340932714829,78.49779885972869,24.004153195432462,147.50464833727327,37.26433221152166,507.5700636988796,-0.012712037484914668,0.014547221810162185,0.05528089605306966,-0.09182073075481458,8.250599576212398e-05,0.16914243392281544,0.04621403798865844,0.40936658410170623,0.06743525567039722,0.00019119434683728716,-0.42614343800351595,0.21373579376208035,0.5281186506568476,-0.8479238335546053,0.02019848752347933,32.00918289368961,75.25250353128978,197.482948545989,-285.9507434148569,5938.64324484178,95.54975238095238,0.44533991440817267,96.45714285714286,93.94285714285714,0.00789456056647164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0274848,0.11559438121708165,0.784,-0.178,0.014187031468252823,84.5978147747039,24.014483932379235,158.24402185656595,45.93346505239649,555.5483573205704,-0.015440917495356617,0.013800238761865957,0.04229826137393967,-0.07485954673853183,8.776843870104185e-05,0.14294205034877572,0.050644829020005055,0.22608101740780606,-0.08515862414787341,0.0002547133643197815,-0.44520676089672595,0.11521530988960112,-0.07041582008757968,-0.8449898410509562,0.002090163219406748,29.663359429747377,71.10466200569991,174.27204322555482,-234.01158642732798,5295.763287055411,94.91800380952381,0.5236282619570696,95.77142857142857,93.71428571428571,0.0083636153130001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.02772106666666667,0.11412599848206756,0.788,-0.174,0.013559716783642988,83.57741039631738,29.127276711451806,166.91315469744077,38.55823263553283,602.1480077742339,-0.019508977212684173,0.016429917832033167,0.08438712541434498,-0.11307456010855159,0.0001655126232270171,0.14443455970397653,0.07218562374800716,0.399424206663122,-0.10720476542473405,0.0006352774056826694,-0.432190592153037,0.038453332906868386,-0.32053868102367,-0.5273851525309353,0.00010973996358175157,26.072061616709316,74.64686617930316,163.61785717683097,-244.85602579835052,5274.862310111936,94.12835809523811,1.3002862094930228,95.88571428571429,91.6,0.013171766692672362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02580453333333333,0.12175469406193568,0.77,-0.21,0.015460731966368229,92.03272187912296,26.71733451557983,169.11278541825976,46.96858539160543,656.9635388069883,-0.01899825711619388,0.01858549884613949,0.12165985078346013,-0.1051174614342461,0.00021692994689143658,0.15567082949687247,0.08696163266458376,0.35446736954952385,-0.19538933053217655,0.0012261230695433192,-0.41727671705798797,0.048884866096210365,-0.2581913403211255,-0.5251846581531985,0.00024378294160635233,36.54801835310382,65.77482162655717,179.59913624991677,-176.17457644854125,4594.7427692493775,92.95341714285715,2.234816048831377,95.77142857142857,89.02857142857142,0.01505175867255202,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.023357333333333334,0.10866784519606319,0.758,-0.174,0.012277421781914561,75.35023943627347,22.677753459197618,149.96305914289448,40.49908327154959,498.1107182733347,-0.020165535572070025,0.013243027923216799,0.04564861871048934,-0.06501787206241716,0.0001255727623809212,0.1525942256400946,0.025987006784432994,0.19884754877168412,0.07953901950867365,5.840613344657052e-05,-0.43727304956735835,0.02197379353877653,-0.39388849361489886,-0.4987787256203561,2.1308535716375696e-05,23.65183642019349,84.33415365343672,187.97028243105694,-289.94606318312833,6911.692493126819,94.27306666666667,0.9907331359028849,95.37142857142857,90.97142857142858,0.012202177196113965,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.027051199999999997,0.11432487529795662,0.82,-0.186,0.013973224466632097,86.1453369338269,27.994616350211228,164.0665737646162,43.08688411957193,650.0839022335839,-0.019363166869433086,0.01450363774491171,0.043449946708378616,-0.08040857607719223,0.00013251310545952036,0.14957825587644938,0.0925286975778181,0.34928004219026254,-0.1850146758136539,0.0015120796181442224,-0.429468140508901,0.06001768392000194,-0.2141814527663882,-0.5244511600272862,0.0002758383171197681,79.69120617435449,68.75087924608674,233.0603198158348,-225.25993360159052,4365.762980223909,92.5190780952381,2.18353420044509,95.71428571428571,88.74285714285715,0.023440258598530626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.025141866666666665,0.11789086764397354,0.768,-0.194,0.014504197770736568,84.99795779383076,24.77018116407155,167.43071486704525,47.35675551880878,549.9321746819826,-0.019699333348689136,0.016680761494758257,0.046381509377859585,-0.07590653340620361,0.00019363502493746553,0.16458905560382653,0.05485132201430611,0.3786748972260767,-0.10720476542473405,0.00033462811014329255,-0.41495211479734667,0.04793010369619332,-0.2193159396477742,-0.4841087631021103,0.00017931436927820152,87.98635249501376,74.61572120107168,237.2458929064049,-180.36014953911132,5746.119016194238,93.60881523809525,2.283671898324357,95.88571428571429,87.54285714285714,0.01800214117885043,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
