ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (O2-A1)_mean,EEG (O2-A1)_std,EEG (O2-A1)_max,EEG (O2-A1)_min,EEG (O2-A1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
0.08772453333333333,0.1544146775777772,1.204,-0.474,0.023805894215672512,111.785759687732,18.192017377299162,163.0238251910343,82.59873809679071,356.0379836620534,-0.0006122891566265061,0.01199363910782399,0.05012048192771084,-0.046506024096385545,7.141866058347093e-05,-0.3473494623655914,0.3111524966021492,0.29838709677419356,-0.8709677419354839,0.021857860731813467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0872416,0.15371169819754557,1.226,-0.476,0.0238348502193806,115.18853787718609,19.595633536908682,180.2154285748161,79.63466854786282,377.361357640019,-0.0005497991967871485,0.010155661262871984,0.04710843373493976,-0.03771084337349397,7.309785690324756e-05,-0.3661870967741936,0.2865140638840088,0.2661290322580645,-1.032258064516129,0.01717534898335336,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08813359999999999,0.15405348946942637,1.222,-0.474,0.02431646395401716,110.96651721169322,18.544981892697837,163.4190344642247,73.11371554022143,331.53984579667554,-0.0005990522088353414,0.009705509729002205,0.04373493975903615,-0.03457831325301205,6.33995023907262e-05,-0.3452752688172043,0.3028720898185802,0.22580645161290322,-0.9435483870967742,0.017843831406590533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08690293333333333,0.15292464607793677,1.196,-0.472,0.023558421365470754,112.80213254923814,19.134757337618712,178.23938220886416,82.00592418700514,353.5616644399264,-0.00045620883534136535,0.009505519579799938,0.041927710843373496,-0.03795180722891566,6.764378049018465e-05,-0.36229247311827956,0.28056711594740813,0.23387096774193547,-0.9112903225806451,0.015047981332888337,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
0.08701093333333333,0.15451940249408452,1.222,-0.468,0.025352935590299434,111.4030653748593,17.964238050750463,159.8621510055112,82.59873809679071,332.0745358391953,-0.0006910361445783136,0.01336608939300421,0.07096385542168675,-0.038313253012048194,8.573811507304559e-05,-0.3560505376344086,0.27946311519838896,0.22580645161290322,-0.8225806451612904,0.01787949670907102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08757893333333333,0.22076188870106686,1.252,-1.528,0.037061897838833076,115.47335202673197,20.06344163133749,176.06573120631703,80.82029636743397,387.13843723837397,-0.0005622008032128514,0.016931489390368995,0.10313253012048193,-0.06433734939759037,0.00010695209632672789,-0.3805774193548387,1.2237755873085003,4.008064516129032,-3.370967741935484,0.09411418960779792,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08701333333333333,0.1961482985453155,1.382,-1.57,0.03249021518781389,123.99261485604833,27.93373693289514,227.04772744787687,70.34725062788874,483.1902142495828,-3.31405622489972e-05,0.07357387645050953,0.15674698795180722,-0.1557831325301205,0.0009935017259431057,-0.5168129032258064,2.1406495930978773,6.548387096774194,-7.532258064516129,0.8090643395474065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.08961200000000001,0.20196912599701966,1.406,-1.444,0.026779839697519247,128.31941867350645,27.970793375977234,221.11958835002108,80.22748245764839,590.6235138777959,0.004166473895582329,0.050174717699416366,0.1566265060240964,-0.15566265060240964,0.0005157347806720084,-0.10781182795698924,1.0046316673281293,7.145161290322581,-2.193548387096774,0.27464295967872665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08611973333333334,0.15677166090824224,1.132,-0.562,0.02266286889859377,122.28091079929102,25.713814878443944,206.89205451516716,78.44904072829165,585.5709536553546,-0.0017700401606425705,0.011939457964234984,0.048433734939759034,-0.047710843373493975,5.914990515607347e-05,-0.46255698924731187,0.43934188886646464,1.1209677419354838,-1.532258064516129,0.05455589431229622,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.08728826666666667,0.1787468603985225,1.288,-0.662,0.029241998604071787,124.71071010543525,25.08300316088243,201.16152005390657,84.77238909933783,554.2648501926525,-0.0004645301204819279,0.011481340888159339,0.062289156626506026,-0.05397590361445783,7.857191541320012e-05,-0.33324623655913976,0.5816344230528393,2.193548387096774,-1.3790322580645162,0.04468298824983293,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
